Country,Country Code,Series,Series Code,2018 [2018]
East Asia & Pacific developing,EAP,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,3079372.02870014
East Asia & Pacific developing,EAP,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
East Asia & Pacific developing,EAP,"Total Reserves,,,,",TOTRESV,3680568.75769594
East Asia & Pacific developing,EAP,"Unemployment rate,Percent,,,",UNEMPSA_,3.70425003874
Ecuador,ECU,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Ecuador,ECU,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Ecuador,ECU,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,71870.517
Ecuador,ECU,"Total Reserves,,,,",TOTRESV,2676.5
Ecuador,ECU,"Unemployment rate,Percent,,,",UNEMPSA_,4.0700106178
Egypt Arab Rep.,EGY,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Egypt Arab Rep.,EGY,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Egypt Arab Rep.,EGY,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,3751600
Egypt Arab Rep.,EGY,"Total Reserves,,,,",TOTRESV,42555
Egypt Arab Rep.,EGY,"Unemployment rate,Percent,,,",UNEMPSA_,9.85142700912
El Salvador,SLV,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
El Salvador,SLV,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
El Salvador,SLV,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
El Salvador,SLV,"Total Reserves,,,,",TOTRESV,3568.7
El Salvador,SLV,"Unemployment rate,Percent,,,",UNEMPSA_,..
EMDE East Asia and Pacific,EAA,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,2850332.42605832
EMDE East Asia and Pacific,EAA,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,3079372.02870014
EMDE East Asia and Pacific,EAA,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
EMDE East Asia and Pacific,EAA,"Total Reserves,,,,",TOTRESV,3684019.77877768
EMDE East Asia and Pacific,EAA,"Unemployment rate,Percent,,,",UNEMPSA_,3.70425003874
EMDE Europe and Central Asia,ECH,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,1436191.6105129
EMDE Europe and Central Asia,ECH,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,1463563.67675042
EMDE Europe and Central Asia,ECH,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
EMDE Europe and Central Asia,ECH,"Total Reserves,,,,",TOTRESV,891068.550337021
EMDE Europe and Central Asia,ECH,"Unemployment rate,Percent,,,",UNEMPSA_,6.33922128926
EMDE Latin America and the Caribbean,LAP,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,885283.469171028
EMDE Latin America and the Caribbean,LAP,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,756155.419617866
EMDE Latin America and the Caribbean,LAP,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
EMDE Latin America and the Caribbean,LAP,"Total Reserves,,,,",TOTRESV,809110.159769536
EMDE Latin America and the Caribbean,LAP,"Unemployment rate,Percent,,,",UNEMPSA_,8.62516514854
EMDE Middle East and North Africa,MNH,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,6991.64148417995
EMDE Middle East and North Africa,MNH,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,59078.4040148585
EMDE Middle East and North Africa,MNH,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
EMDE Middle East and North Africa,MNH,"Total Reserves,,,,",TOTRESV,..
EMDE Middle East and North Africa,MNH,"Unemployment rate,Percent,,,",UNEMPSA_,9.85706767435
EMDE South Asia,SAP,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
EMDE South Asia,SAP,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
EMDE South Asia,SAP,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
EMDE South Asia,SAP,"Total Reserves,,,,",TOTRESV,456604.944440859
EMDE South Asia,SAP,"Unemployment rate,Percent,,,",UNEMPSA_,..
EMDE Sub-Saharan Africa,SSP,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,6283.49929722268
EMDE Sub-Saharan Africa,SSP,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
EMDE Sub-Saharan Africa,SSP,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
EMDE Sub-Saharan Africa,SSP,"Total Reserves,,,,",TOTRESV,..
EMDE Sub-Saharan Africa,SSP,"Unemployment rate,Percent,,,",UNEMPSA_,27.11276876838
Emerging Market and Developing Economies,EMD,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,5185082.64652365
Emerging Market and Developing Economies,EMD,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,5351164.07531159
Emerging Market and Developing Economies,EMD,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Emerging Market and Developing Economies,EMD,"Total Reserves,,,,",TOTRESV,7188449.47671408
Emerging Market and Developing Economies,EMD,"Unemployment rate,Percent,,,",UNEMPSA_,6.43788883407
Equatorial Guinea,GNQ,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Equatorial Guinea,GNQ,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Equatorial Guinea,GNQ,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Equatorial Guinea,GNQ,"Total Reserves,,,,",TOTRESV,48.92981361216
Equatorial Guinea,GNQ,"Unemployment rate,Percent,,,",UNEMPSA_,..
Eritrea,ERI,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Eritrea,ERI,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Eritrea,ERI,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Eritrea,ERI,"Total Reserves,,,,",TOTRESV,..
Eritrea,ERI,"Unemployment rate,Percent,,,",UNEMPSA_,..
Estonia,EST,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,17947.4504941987
Estonia,EST,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,19477.0712233039
Estonia,EST,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,23618.3
Estonia,EST,"Total Reserves,,,,",TOTRESV,750.9348321509
Estonia,EST,"Unemployment rate,Percent,,,",UNEMPSA_,5.4
Ethiopia,ETH,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Ethiopia,ETH,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Ethiopia,ETH,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Ethiopia,ETH,"Total Reserves,,,,",TOTRESV,..
Ethiopia,ETH,"Unemployment rate,Percent,,,",UNEMPSA_,..
Europe and Central Asia developing,ECA,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,993831.080251614
Europe and Central Asia developing,ECA,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,1029534.97115867
Europe and Central Asia developing,ECA,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Europe and Central Asia developing,ECA,"Total Reserves,,,,",TOTRESV,714460.336001233
Europe and Central Asia developing,ECA,"Unemployment rate,Percent,,,",UNEMPSA_,6.64774319823
Faeroe Islands,FRO,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Faeroe Islands,FRO,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Faeroe Islands,FRO,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Faeroe Islands,FRO,"Total Reserves,,,,",TOTRESV,..
Faeroe Islands,FRO,"Unemployment rate,Percent,,,",UNEMPSA_,..
Fiji,FJI,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Fiji,FJI,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Fiji,FJI,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Fiji,FJI,"Total Reserves,,,,",TOTRESV,..
Fiji,FJI,"Unemployment rate,Percent,,,",UNEMPSA_,..
Finland,FIN,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,81237.3975399047
Finland,FIN,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,82939.8135494947
Finland,FIN,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,203448
Finland,FIN,"Total Reserves,,,,",TOTRESV,8360.77834639762
Finland,FIN,"Unemployment rate,Percent,,,",UNEMPSA_,7.33026426835
France,FRA,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,726825.046985566
France,FRA,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,814413.967110122
France,FRA,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,2289805
France,FRA,"Total Reserves,,,,",TOTRESV,70844.4341022751
France,FRA,"Unemployment rate,Percent,,,",UNEMPSA_,8.7
French Polynesia,PYF,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
French Polynesia,PYF,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
French Polynesia,PYF,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
French Polynesia,PYF,"Total Reserves,,,,",TOTRESV,..
French Polynesia,PYF,"Unemployment rate,Percent,,,",UNEMPSA_,..
Gabon,GAB,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Gabon,GAB,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Gabon,GAB,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Gabon,GAB,"Total Reserves,,,,",TOTRESV,..
Gabon,GAB,"Unemployment rate,Percent,,,",UNEMPSA_,..
Gambia The,GMB,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Gambia The,GMB,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Gambia The,GMB,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Gambia The,GMB,"Total Reserves,,,,",TOTRESV,191.7732609803
Gambia The,GMB,"Unemployment rate,Percent,,,",UNEMPSA_,..
Georgia,GEO,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Georgia,GEO,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Georgia,GEO,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Georgia,GEO,"Total Reserves,,,,",TOTRESV,3288.83
Georgia,GEO,"Unemployment rate,Percent,,,",UNEMPSA_,..
Germany,DEU,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,1713190.81329879
Germany,DEU,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,1429758.08544883
Germany,DEU,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,3223360
Germany,DEU,"Total Reserves,,,,",TOTRESV,64243.4946718625
Germany,DEU,"Unemployment rate,Percent,,,",UNEMPSA_,3.3977861578
Ghana,GHA,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Ghana,GHA,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Ghana,GHA,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,150825
Ghana,GHA,"Total Reserves,,,,",TOTRESV,5872.7269224596
Ghana,GHA,"Unemployment rate,Percent,,,",UNEMPSA_,..
Greece,GRC,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Greece,GRC,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Greece,GRC,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,190565
Greece,GRC,"Total Reserves,,,,",TOTRESV,3089.35303180254
Greece,GRC,"Unemployment rate,Percent,,,",UNEMPSA_,19.25316507632
Greenland,GRL,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Greenland,GRL,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Greenland,GRL,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Greenland,GRL,"Total Reserves,,,,",TOTRESV,..
Greenland,GRL,"Unemployment rate,Percent,,,",UNEMPSA_,..
Grenada,GRD,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Grenada,GRD,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Grenada,GRD,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Grenada,GRD,"Total Reserves,,,,",TOTRESV,233.81743280738
Grenada,GRD,"Unemployment rate,Percent,,,",UNEMPSA_,..
Guatemala,GTM,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Guatemala,GTM,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Guatemala,GTM,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,494220.493736985
Guatemala,GTM,"Total Reserves,,,,",TOTRESV,..
Guatemala,GTM,"Unemployment rate,Percent,,,",UNEMPSA_,..
Guinea,GIN,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Guinea,GIN,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Guinea,GIN,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Guinea,GIN,"Total Reserves,,,,",TOTRESV,..
Guinea,GIN,"Unemployment rate,Percent,,,",UNEMPSA_,..
Guinea-Bissau,GNB,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Guinea-Bissau,GNB,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Guinea-Bissau,GNB,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Guinea-Bissau,GNB,"Total Reserves,,,,",TOTRESV,..
Guinea-Bissau,GNB,"Unemployment rate,Percent,,,",UNEMPSA_,..
Guyana,GUY,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Guyana,GUY,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Guyana,GUY,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Guyana,GUY,"Total Reserves,,,,",TOTRESV,518.50936945431
Guyana,GUY,"Unemployment rate,Percent,,,",UNEMPSA_,..
Haiti,HTI,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Haiti,HTI,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Haiti,HTI,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Haiti,HTI,"Total Reserves,,,,",TOTRESV,..
Haiti,HTI,"Unemployment rate,Percent,,,",UNEMPSA_,..
High Income Countries,HIY,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,10794462.7763745
High Income Countries,HIY,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,11295406.7138045
High Income Countries,HIY,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
High Income Countries,HIY,"Total Reserves,,,,",TOTRESV,5959993.69421739
High Income Countries,HIY,"Unemployment rate,Percent,,,",UNEMPSA_,5.38141972405
Honduras,HND,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Honduras,HND,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Honduras,HND,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,214716
Honduras,HND,"Total Reserves,,,,",TOTRESV,..
Honduras,HND,"Unemployment rate,Percent,,,",UNEMPSA_,..
Hong Kong China,HKG,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,440401.649477988
Hong Kong China,HKG,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,498001.869008972
Hong Kong China,HKG,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,2835161
Hong Kong China,HKG,"Total Reserves,,,,",TOTRESV,424670
Hong Kong China,HKG,"Unemployment rate,Percent,,,",UNEMPSA_,2.82777981344
Hungary,HUN,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,153070.521576753
Hungary,HUN,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,142383.215053563
Hungary,HUN,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,39015808
Hungary,HUN,"Total Reserves,,,,",TOTRESV,31360
Hungary,HUN,"Unemployment rate,Percent,,,",UNEMPSA_,3.75
Iceland,ISL,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Iceland,ISL,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,6140.17674996182
Iceland,ISL,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,1488210
Iceland,ISL,"Total Reserves,,,,",TOTRESV,6242.48313928617
Iceland,ISL,"Unemployment rate,Percent,,,",UNEMPSA_,2.79226832356
India,IND,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
India,IND,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
India,IND,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,137874250
India,IND,"Total Reserves,,,,",TOTRESV,395591
India,IND,"Unemployment rate,Percent,,,",UNEMPSA_,..
Indonesia,IDN,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,173615.224198115
Indonesia,IDN,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,189388.197252724
Indonesia,IDN,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,10423511056.6873
Indonesia,IDN,"Total Reserves,,,,",TOTRESV,120654.27
Indonesia,IDN,"Unemployment rate,Percent,,,",UNEMPSA_,..
Iran Islamic Rep.,IRN,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Iran Islamic Rep.,IRN,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Iran Islamic Rep.,IRN,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Iran Islamic Rep.,IRN,"Total Reserves,,,,",TOTRESV,..
Iran Islamic Rep.,IRN,"Unemployment rate,Percent,,,",UNEMPSA_,..
Iraq,IRQ,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Iraq,IRQ,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Iraq,IRQ,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Iraq,IRQ,"Total Reserves,,,,",TOTRESV,..
Iraq,IRQ,"Unemployment rate,Percent,,,",UNEMPSA_,..
Ireland,IRL,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,200504.128043522
Ireland,IRL,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,124187.768066859
Ireland,IRL,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,326854
Ireland,IRL,"Total Reserves,,,,",TOTRESV,4986.97187758473
Ireland,IRL,"Unemployment rate,Percent,,,",UNEMPSA_,5.775
Isle of Man,IMN,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Isle of Man,IMN,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Isle of Man,IMN,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Isle of Man,IMN,"Total Reserves,,,,",TOTRESV,..
Isle of Man,IMN,"Unemployment rate,Percent,,,",UNEMPSA_,..
Israel,ISR,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,47431.1811850522
Israel,ISR,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,71508.6901091692
Israel,ISR,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,1300623
Israel,ISR,"Total Reserves,,,,",TOTRESV,115265.900520851
Israel,ISR,"Unemployment rate,Percent,,,",UNEMPSA_,4.00833333333
Italy,ITA,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,507574.411302852
Italy,ITA,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,717.15261806759
Italy,ITA,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,1718064
Italy,ITA,"Total Reserves,,,,",TOTRESV,55411.8928044241
Italy,ITA,"Unemployment rate,Percent,,,",UNEMPSA_,10.60800195335
Jamaica,JAM,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Jamaica,JAM,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Jamaica,JAM,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Jamaica,JAM,"Total Reserves,,,,",TOTRESV,3005.41
Jamaica,JAM,"Unemployment rate,Percent,,,",UNEMPSA_,..
Japan,JPN,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,842886.94559548
Japan,JPN,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,800689.871681208
Japan,JPN,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,532545500
Japan,JPN,"Total Reserves,,,,",TOTRESV,1240519.08087596
Japan,JPN,"Unemployment rate,Percent,,,",UNEMPSA_,2.44119927226
Jordan,JOR,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,6991.64148417995
Jordan,JOR,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,14007.617120991
Jordan,JOR,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,29468.6892749481
Jordan,JOR,"Total Reserves,,,,",TOTRESV,22797.0415590514
Jordan,JOR,"Unemployment rate,Percent,,,",UNEMPSA_,18.6
Kazakhstan,KAZ,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Kazakhstan,KAZ,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,56649.9407663108
Kazakhstan,KAZ,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,14094250.1791271
Kazakhstan,KAZ,"Total Reserves,,,,",TOTRESV,30927
Kazakhstan,KAZ,"Unemployment rate,Percent,,,",UNEMPSA_,4.85
Kenya,KEN,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Kenya,KEN,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Kenya,KEN,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,4792300
Kenya,KEN,"Total Reserves,,,,",TOTRESV,11654
Kenya,KEN,"Unemployment rate,Percent,,,",UNEMPSA_,..
Kiribati,KIR,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Kiribati,KIR,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Kiribati,KIR,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Kiribati,KIR,"Total Reserves,,,,",TOTRESV,..
Kiribati,KIR,"Unemployment rate,Percent,,,",UNEMPSA_,..
Korea Rep.,KOR,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,662104.970030635
Korea Rep.,KOR,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,564105.495767021
Korea Rep.,KOR,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,1812005300
Korea Rep.,KOR,"Total Reserves,,,,",TOTRESV,403694.3
Korea Rep.,KOR,"Unemployment rate,Percent,,,",UNEMPSA_,3.85
Kuwait,KWT,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Kuwait,KWT,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Kuwait,KWT,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,39257.3565205907
Kuwait,KWT,"Total Reserves,,,,",TOTRESV,..
Kuwait,KWT,"Unemployment rate,Percent,,,",UNEMPSA_,..
Kyrgyz Republic,KGZ,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Kyrgyz Republic,KGZ,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
Kyrgyz Republic,KGZ,"GDP,constant 2010 LCU,millions,seas. adj.,",NYGDPMKTPSAKN,..
Kyrgyz Republic,KGZ,"Total Reserves,,,,",TOTRESV,2155.46
Kyrgyz Republic,KGZ,"Unemployment rate,Percent,,,",UNEMPSA_,..
Lao PDR,LAO,"Exports Merchandise, Customs, constant US$, millions, not seas. adj.",DXGSRMRCHNSKD,..
Lao PDR,LAO,"Imports Merchandise, Customs, constant US$, millions, not seas. adj.",DMGSRMRCHNSKD,..
